This datafile contains the following data:
Column
1. Time (kyr BP)
2. Modelled marine oxygen isotope value, relative to present (o/oo)
3. Ice sheet contribution to the marine isotope signal, relative to present (o/oo)
4. Deep-ocean temperature contribution to the marine isotope signal, relative to present (o/oo)
5. Atmospheric surface air temperature relative to present (degC)
6. Deep-ocean temperature relative to present (degC)
7. Eurasian ice volume relative to present (m sea level equivalent)
8. North American ice volume relative to present (m sea level equivalent)
9. Global sea level relative to present (m)
Time	Iso_tot	Iso_ice	Iso_do	Tsurf	Tdo	Ice_eas	Ice_nam	Ice_tot	X
0.0000	-0.0029000	0.010200	-0.013100	-0.047900	0.057000	1.1638	0.11070	1.4588	
0.10010	-0.0035001	0.010400	-0.013900	-0.061400	0.060400	1.2071	0.10910	1.5067	
0.20000	-0.0038999	0.010800	-0.014700	-0.066500	0.063800	1.2378	0.10780	1.5405	
0.30000	-0.0043000	0.011100	-0.015400	-0.070700	0.067000	1.2812	0.11010	1.5930	
0.39990	-0.0047000	0.011400	-0.016100	-0.069400	0.069900	1.3229	0.11040	1.6414	
0.50000	-0.0049001	0.011800	-0.016700	-0.058400	0.072400	1.3693	0.11170	1.6962	
0.60010	-0.0051001	0.012000	-0.017100	-0.045900	0.074400	1.4214	0.11150	1.7560	
0.70000	-0.0050000	0.012400	-0.017400	-0.017400	0.075600	1.4611	0.11280	1.8030	
0.80000	-0.0045999	0.012800	-0.017400	0.034700	0.075800	1.5056	0.11490	1.8430	
0.89990	-0.0038999	0.013300	-0.017200	0.10270	0.074700	1.5702	0.11470	1.9061	
1.0000	-0.0029000	0.013800	-0.016700	0.15800	0.072400	1.6286	0.11470	1.9625	
1.1001	-0.0016001	0.014300	-0.015900	0.21120	0.069100	1.6936	0.11730	2.0348	
1.2000	-0.00020011	0.014700	-0.014900	0.23840	0.065000	1.7733	0.11680	2.1172	
1.3000	0.0015001	0.015300	-0.013800	0.28240	0.060000	1.8375	0.11740	2.1852	
1.3999	0.0032000	0.015700	-0.012500	0.31500	0.054300	1.9089	0.11730	2.2578	
1.5000	0.0053000	0.016400	-0.011100	0.36170	0.048100	1.9704	0.12040	2.3268	
1.6001	0.0074000	0.016900	-0.0095000	0.38810	0.041400	2.0460	0.12310	2.4132	
1.7000	0.0096001	0.017600	-0.0080000	0.40610	0.034700	2.1233	0.12790	2.4921	
1.8000	0.011800	0.018100	-0.0063000	0.48430	0.027600	2.2119	0.12740	2.5814	
1.8999	0.014000	0.018700	-0.0047000	0.54400	0.020300	2.2905	0.13100	2.6735	
2.0000	0.016200	0.019300	-0.0031000	0.55630	0.013700	2.3621	0.13320	2.7572	
2.1001	0.018300	0.020000	-0.0017000	0.56250	0.0074000	2.4535	0.13290	2.8660	
2.2000	0.020200	0.020600	-0.00040000	0.54200	0.0018000	2.5357	0.13800	2.9693	
2.3000	0.021900	0.021200	0.00070000	0.52750	-0.0031000	2.6018	0.13920	3.0499	
2.3999	0.023700	0.022000	0.0017000	0.51120	-0.0075000	2.6738	0.14380	3.1421	
2.5000	0.025200	0.022600	0.0026000	0.49060	-0.011200	2.7653	0.14800	3.2577	
2.6001	0.026600	0.023300	0.0033000	0.46310	-0.014300	2.8417	0.15490	3.3566	
2.7000	0.027900	0.023900	0.0040000	0.44760	-0.017200	2.9319	0.15490	3.4618	
2.8000	0.029400	0.024800	0.0046000	0.44010	-0.019900	3.0148	0.16060	3.5653	
2.8999	0.030800	0.025500	0.0053000	0.43190	-0.022900	3.1125	0.16660	3.6818	
3.0000	0.032400	0.026400	0.0060000	0.44560	-0.026100	3.2006	0.17090	3.7872	
3.1001	0.034200	0.027300	0.0069000	0.45040	-0.029800	3.2973	0.18580	3.9190	
3.2000	0.035900	0.028100	0.0078000	0.43270	-0.033900	3.4006	0.20020	4.0591	
3.3000	0.037800	0.028900	0.0089000	0.40900	-0.038600	3.4868	0.21200	4.1790	
3.3999	0.039900	0.029800	0.010100	0.37290	-0.043800	3.5714	0.22450	4.3012	
3.5000	0.042000	0.030700	0.011300	0.31970	-0.049300	3.6499	0.25180	4.4376	
3.6001	0.044100	0.031400	0.012700	0.24660	-0.055200	3.7274	0.26870	4.5632	
3.7000	0.046300	0.032200	0.014100	0.16120	-0.061400	3.8042	0.28530	4.6909	
3.8000	0.048600	0.033000	0.015600	0.060700	-0.067700	3.8848	0.29920	4.8083	
3.8999	0.050800	0.033800	0.017000	-0.057000	-0.073900	3.9629	0.31980	4.9218	
4.0000	0.053100	0.034700	0.018400	-0.18230	-0.080100	4.0299	0.33880	5.0208	
4.1001	0.055500	0.035700	0.019800	-0.28120	-0.086200	4.1021	0.36180	5.1303	
4.2000	0.057800	0.036600	0.021200	-0.38590	-0.092300	4.2032	0.38730	5.2758	
4.3000	0.060100	0.037500	0.022600	-0.47090	-0.098500	4.2789	0.41030	5.3892	
4.3999	0.062400	0.038300	0.024100	-0.53500	-0.10460	4.3594	0.43630	5.5118	
4.5000	0.064800	0.039300	0.025500	-0.57390	-0.11090	4.4305	0.47230	5.6349	
4.6001	0.067100	0.040100	0.027000	-0.60510	-0.11740	4.5126	0.49600	5.7566	
4.7000	0.069600	0.041100	0.028500	-0.60690	-0.12410	4.5909	0.51590	5.8695	
4.8000	0.072400	0.042200	0.030200	-0.57960	-0.13130	4.6662	0.55310	5.9988	
4.8999	0.075300	0.043300	0.032000	-0.54550	-0.13910	4.7476	0.61420	6.1627	
5.0000	0.079000	0.045000	0.034000	-0.44320	-0.14770	4.8316	0.66570	6.3186	
5.1001	0.082500	0.046500	0.036000	-0.37320	-0.15660	4.9677	0.74920	6.5711	
5.2000	0.086300	0.048100	0.038200	-0.29530	-0.16590	5.0784	0.81270	6.7715	
5.3000	0.090300	0.049900	0.040400	-0.21170	-0.17560	5.1908	0.90470	7.0065	
5.3999	0.094400	0.051800	0.042600	-0.14460	-0.18520	5.3228	0.98870	7.2549	
5.5000	0.098700	0.053900	0.044800	-0.070200	-0.19500	5.4508	1.0828	7.5103	
5.6001	0.10310	0.056000	0.047100	-0.0034000	-0.20470	5.5848	1.2033	7.8030	
5.7000	0.10720	0.058000	0.049200	0.016600	-0.21380	5.7183	1.3284	8.0984	
5.8000	0.11130	0.060200	0.051100	0.026500	-0.22210	5.8358	1.4431	8.3422	
5.8999	0.11500	0.062300	0.052700	-0.0083000	-0.22920	5.9522	1.5727	8.6251	
6.0000	0.11860	0.064500	0.054100	-0.042900	-0.23510	6.0717	1.6915	8.8992	
6.1001	0.12190	0.066800	0.055100	-0.10240	-0.23970	6.2005	1.8224	9.1979	
6.2000	0.12490	0.069000	0.055900	-0.17980	-0.24310	6.3282	1.9428	9.4831	
6.3000	0.12730	0.070900	0.056400	-0.28910	-0.24520	6.4540	2.0644	9.7677	
6.3999	0.12940	0.072800	0.056600	-0.41240	-0.24600	6.5706	2.1647	10.017	
6.5000	0.13160	0.075000	0.056600	-0.51260	-0.24590	6.6735	2.2652	10.251	
6.6001	0.13340	0.077100	0.056300	-0.63750	-0.24500	6.8015	2.3846	10.536	
6.7000	0.13490	0.078900	0.056000	-0.76900	-0.24350	6.8987	2.4945	10.774	
6.8000	0.13660	0.081000	0.055600	-0.87340	-0.24180	7.0013	2.5857	10.997	
6.8999	0.13820	0.083000	0.055200	-0.99370	-0.24010	7.1106	2.7020	11.256	
7.0000	0.13980	0.084900	0.054900	-1.1060	-0.23860	7.1957	2.8185	11.488	
7.1001	0.14170	0.087100	0.054600	-1.2012	-0.23760	7.2869	2.9401	11.733	
7.2000	0.14360	0.089000	0.054600	-1.3051	-0.23720	7.3851	3.0676	11.992	
7.3000	0.14580	0.091100	0.054700	-1.3929	-0.23770	7.4819	3.1780	12.231	
7.3999	0.14850	0.093500	0.055000	-1.4504	-0.23910	7.5767	3.3049	12.485	
7.5000	0.15110	0.095600	0.055500	-1.5300	-0.24120	7.6997	3.4413	12.784	
7.6001	0.15420	0.098100	0.056100	-1.5768	-0.24410	7.7950	3.5654	13.036	
7.7000	0.15770	0.10070	0.057000	-1.6067	-0.24770	7.9105	3.7175	13.344	
7.8000	0.16090	0.10300	0.057900	-1.6666	-0.25170	8.0379	3.8742	13.670	
7.8999	0.16460	0.10560	0.059000	-1.7091	-0.25630	8.1428	4.0050	13.941	
8.0000	0.16870	0.10850	0.060200	-1.7298	-0.26180	8.2777	4.1479	14.261	
8.1001	0.17330	0.11150	0.061800	-1.7157	-0.26870	8.4185	4.3174	14.618	
8.2000	0.17850	0.11480	0.063700	-1.6877	-0.27690	8.5764	4.4993	15.009	
8.3000	0.18390	0.11800	0.065900	-1.6600	-0.28640	8.7291	4.7074	15.423	
8.3999	0.19010	0.12180	0.068300	-1.5928	-0.29710	8.9001	4.8926	15.833	
8.5000	0.19630	0.12530	0.071000	-1.5379	-0.30880	9.0630	5.1392	16.304	
8.6001	0.20300	0.12910	0.073900	-1.4636	-0.32150	9.2293	5.3479	16.735	
8.7000	0.21050	0.13330	0.077200	-1.3421	-0.33540	9.4122	5.5825	17.215	
8.8000	0.21820	0.13760	0.080600	-1.2228	-0.35040	9.6279	5.8532	17.775	
8.8999	0.22670	0.14230	0.084400	-1.0725	-0.36690	9.8624	6.0963	18.324	
9.0000	0.23600	0.14750	0.088500	-0.92310	-0.38480	10.109	6.3785	18.932	
9.1001	0.24570	0.15270	0.093000	-0.80150	-0.40430	10.359	6.7050	19.595	
9.2000	0.25610	0.15830	0.097800	-0.68720	-0.42520	10.647	6.9999	20.265	
9.3000	0.26710	0.16420	0.10290	-0.59950	-0.44750	10.942	7.3284	20.982	
9.3999	0.27880	0.17040	0.10840	-0.53200	-0.47120	11.233	7.7005	21.745	
9.5000	0.29090	0.17680	0.11410	-0.49850	-0.49610	11.581	8.0574	22.556	
9.6001	0.30340	0.18340	0.12000	-0.49980	-0.52170	11.903	8.4475	23.374	
9.7000	0.31600	0.19000	0.12600	-0.54120	-0.54780	12.239	8.8454	24.218	
9.8000	0.32860	0.19670	0.13190	-0.62300	-0.57360	12.598	9.2208	25.063	
9.8999	0.34130	0.20340	0.13790	-0.73600	-0.59960	12.937	9.6248	25.918	
10.000	0.35390	0.21000	0.14390	-0.88710	-0.62550	13.257	10.041	26.764	
10.100	0.36660	0.21670	0.14990	-1.0481	-0.65180	13.576	10.451	27.603	
10.200	0.37930	0.22330	0.15600	-1.2483	-0.67820	13.873	10.891	28.450	
10.300	0.39180	0.22980	0.16200	-1.4705	-0.70450	14.172	11.302	29.267	
10.400	0.40510	0.23700	0.16810	-1.6603	-0.73070	14.444	11.742	30.086	
10.500	0.41900	0.24490	0.17410	-1.8337	-0.75700	14.733	12.262	31.017	
10.600	0.43320	0.25310	0.18010	-2.0112	-0.78300	14.983	12.912	32.051	
10.700	0.44850	0.26240	0.18610	-2.1483	-0.80920	15.210	13.613	33.119	
10.800	0.46420	0.27210	0.19210	-2.2688	-0.83510	15.441	14.393	34.280	
10.900	0.48030	0.28230	0.19800	-2.4094	-0.86070	15.705	15.185	35.495	
11.000	0.49670	0.29290	0.20380	-2.5488	-0.88610	15.950	16.020	36.736	
11.100	0.51290	0.30330	0.20960	-2.7464	-0.91120	16.203	16.888	38.026	
11.200	0.52970	0.31440	0.21530	-2.9158	-0.93600	16.441	17.753	39.294	
11.300	0.54660	0.32570	0.22090	-3.0859	-0.96060	16.699	18.672	40.648	
11.400	0.56440	0.33780	0.22660	-3.2034	-0.98540	16.918	19.644	42.018	
11.500	0.58280	0.35030	0.23250	-3.2957	-1.0107	17.160	20.689	43.497	
11.600	0.60180	0.36340	0.23840	-3.3570	-1.0367	17.405	21.776	45.030	
11.700	0.62080	0.37630	0.24450	-3.4404	-1.0632	17.650	22.905	46.610	
11.800	0.64060	0.38980	0.25080	-3.4671	-1.0905	17.906	24.010	48.174	
11.900	0.66020	0.40300	0.25720	-3.5419	-1.1184	18.191	25.141	49.803	
12.000	0.67990	0.41610	0.26380	-3.6186	-1.1471	18.456	26.241	51.372	
12.100	0.69980	0.42920	0.27060	-3.7139	-1.1766	18.740	27.304	52.922	
12.200	0.71970	0.44220	0.27750	-3.8322	-1.2067	19.063	28.327	54.470	
12.300	0.73990	0.45530	0.28460	-3.9455	-1.2373	19.378	29.344	56.001	
12.400	0.76020	0.46840	0.29180	-4.0865	-1.2685	19.735	30.355	57.575	
12.500	0.78080	0.48180	0.29900	-4.2274	-1.3000	20.111	31.333	59.133	
12.600	0.80210	0.49570	0.30640	-4.3495	-1.3320	20.535	32.305	60.737	
12.700	0.82420	0.51030	0.31390	-4.4461	-1.3647	21.062	33.234	62.412	
12.800	0.84730	0.52560	0.32170	-4.4939	-1.3986	21.661	34.161	64.167	
12.900	0.86960	0.54000	0.32960	-4.6315	-1.4330	22.329	35.080	65.991	
13.000	0.89200	0.55430	0.33770	-4.7827	-1.4682	22.927	35.970	67.703	
13.100	0.91370	0.56780	0.34590	-4.9964	-1.5039	23.527	36.834	69.386	
13.200	0.93530	0.58110	0.35420	-5.2044	-1.5400	24.076	37.669	70.979	
13.300	0.95670	0.59420	0.36250	-5.4177	-1.5761	24.633	38.497	72.571	
13.400	0.97850	0.60760	0.37090	-5.5883	-1.6127	25.153	39.329	74.125	
13.500	0.99980	0.62040	0.37940	-5.7710	-1.6494	25.722	40.152	75.726	
13.600	1.0213	0.63340	0.38790	-5.9223	-1.6865	26.236	40.963	77.250	
13.700	1.0427	0.64620	0.39650	-6.0675	-1.7240	26.773	41.759	78.784	
13.800	1.0647	0.65950	0.40520	-6.1513	-1.7618	27.296	42.561	80.308	
13.900	1.0865	0.67260	0.41390	-6.2498	-1.7997	27.868	43.361	81.885	
14.000	1.1078	0.68510	0.42270	-6.3716	-1.8379	28.431	44.132	83.419	
14.100	1.1290	0.69740	0.43160	-6.5013	-1.8765	28.956	44.864	84.864	
14.200	1.1501	0.70960	0.44050	-6.6412	-1.9152	29.469	45.584	86.283	
14.300	1.1712	0.72170	0.44950	-6.7813	-1.9543	29.988	46.294	87.696	
14.400	1.1925	0.73400	0.45850	-6.9179	-1.9937	30.485	47.017	89.098	
14.500	1.2136	0.74600	0.46760	-7.0824	-2.0333	30.976	47.753	90.510	
14.600	1.2344	0.75760	0.47680	-7.2646	-2.0731	31.424	48.497	91.881	
14.700	1.2559	0.76990	0.48600	-7.4113	-2.1132	31.857	49.231	93.223	
14.800	1.2771	0.78180	0.49530	-7.5724	-2.1536	32.311	49.999	94.628	
14.900	1.2985	0.79390	0.50460	-7.7132	-2.1941	32.711	50.789	95.996	
15.000	1.3189	0.80490	0.51400	-7.9290	-2.2346	33.115	51.584	97.375	
15.100	1.3391	0.81580	0.52330	-8.1445	-2.2751	33.473	52.324	98.639	
15.200	1.3594	0.82680	0.53260	-8.3371	-2.3157	33.793	53.081	99.877	
15.300	1.3793	0.83740	0.54190	-8.5431	-2.3563	34.109	53.833	101.11	
15.400	1.3987	0.84750	0.55120	-8.7674	-2.3966	34.394	54.569	102.28	
15.500	1.4184	0.85790	0.56050	-8.9544	-2.4368	34.677	55.278	103.42	
15.600	1.4379	0.86830	0.56960	-9.1503	-2.4767	34.947	56.025	104.59	
15.700	1.4571	0.87840	0.57870	-9.3439	-2.5160	35.207	56.778	105.75	
15.800	1.4756	0.88810	0.58750	-9.5786	-2.5543	35.458	57.525	106.90	
15.900	1.4942	0.89810	0.59610	-9.7911	-2.5915	35.681	58.243	107.98	
16.000	1.5113	0.90690	0.60440	-10.066	-2.6278	35.903	58.987	109.10	
16.100	1.5276	0.91510	0.61250	-10.354	-2.6629	36.073	59.656	110.06	
16.200	1.5435	0.92320	0.62030	-10.610	-2.6971	36.235	60.280	110.96	
16.300	1.5588	0.93080	0.62800	-10.844	-2.7304	36.401	60.883	111.85	
16.400	1.5735	0.93810	0.63540	-11.072	-2.7625	36.529	61.493	112.70	
16.500	1.5878	0.94530	0.64250	-11.280	-2.7935	36.668	62.055	113.50	
16.600	1.6011	0.95180	0.64930	-11.491	-2.8232	36.805	62.579	114.26	
16.700	1.6140	0.95820	0.65580	-11.680	-2.8515	36.917	63.100	114.99	
16.800	1.6267	0.96460	0.66210	-11.830	-2.8787	37.039	63.584	115.69	
16.900	1.6393	0.97120	0.66810	-11.933	-2.9046	37.152	64.088	116.40	
17.000	1.6506	0.97690	0.67370	-12.104	-2.9290	37.284	64.589	117.12	
17.100	1.6611	0.98220	0.67890	-12.285	-2.9517	37.374	65.027	117.73	
17.200	1.6713	0.98760	0.68370	-12.453	-2.9728	37.459	65.424	118.29	
17.300	1.6806	0.99250	0.68810	-12.646	-2.9919	37.550	65.824	118.85	
17.400	1.6895	0.99740	0.69210	-12.821	-3.0093	37.627	66.206	119.38	
17.500	1.6976	1.0019	0.69570	-13.018	-3.0248	37.729	66.550	119.89	
17.600	1.7047	1.0059	0.69880	-13.236	-3.0382	37.824	66.850	120.35	
17.700	1.7115	1.0100	0.70150	-13.427	-3.0500	37.917	67.118	120.76	
17.800	1.7174	1.0136	0.70380	-13.636	-3.0601	38.010	67.385	121.18	
17.900	1.7231	1.0174	0.70570	-13.792	-3.0684	38.096	67.616	121.54	
18.000	1.7273	1.0200	0.70730	-14.002	-3.0753	38.182	67.856	121.92	
18.100	1.7308	1.0222	0.70860	-14.223	-3.0808	38.241	68.011	122.16	
18.200	1.7336	1.0241	0.70950	-14.430	-3.0848	38.277	68.153	122.37	
18.300	1.7359	1.0257	0.71020	-14.625	-3.0877	38.312	68.278	122.55	
18.400	1.7375	1.0269	0.71060	-14.819	-3.0894	38.333	68.393	122.71	
18.500	1.7387	1.0280	0.71070	-14.985	-3.0900	38.352	68.477	122.83	
18.600	1.7398	1.0292	0.71060	-15.123	-3.0896	38.366	68.575	122.95	
18.700	1.7403	1.0300	0.71030	-15.245	-3.0883	38.393	68.652	123.07	
18.800	1.7409	1.0311	0.70980	-15.316	-3.0862	38.426	68.705	123.17	
18.900	1.7411	1.0320	0.70910	-15.384	-3.0830	38.469	68.767	123.29	
19.000	1.7400	1.0319	0.70810	-15.500	-3.0786	38.514	68.813	123.40	
19.100	1.7384	1.0316	0.70680	-15.622	-3.0731	38.519	68.809	123.40	
19.200	1.7362	1.0310	0.70520	-15.747	-3.0661	38.498	68.822	123.39	
19.300	1.7342	1.0308	0.70340	-15.833	-3.0581	38.479	68.805	123.35	
19.400	1.7319	1.0305	0.70140	-15.894	-3.0497	38.490	68.808	123.36	
19.500	1.7295	1.0301	0.69940	-15.929	-3.0408	38.499	68.808	123.37	
19.600	1.7270	1.0298	0.69720	-15.936	-3.0315	38.495	68.828	123.39	
19.700	1.7242	1.0292	0.69500	-15.929	-3.0219	38.490	68.841	123.40	
19.800	1.7212	1.0284	0.69280	-15.914	-3.0123	38.509	68.830	123.41	
19.900	1.7185	1.0278	0.69070	-15.822	-3.0031	38.515	68.811	123.40	
20.000	1.7152	1.0265	0.68870	-15.759	-2.9945	38.520	68.799	123.39	
20.100	1.7120	1.0251	0.68690	-15.691	-2.9864	38.523	68.731	123.31	
20.200	1.7089	1.0237	0.68520	-15.618	-2.9790	38.509	68.662	123.22	
20.300	1.7062	1.0226	0.68360	-15.517	-2.9722	38.495	68.591	123.12	
20.400	1.7037	1.0216	0.68210	-15.424	-2.9659	38.493	68.525	123.04	
20.500	1.7014	1.0206	0.68080	-15.339	-2.9599	38.486	68.487	122.99	
20.600	1.6991	1.0197	0.67940	-15.255	-2.9539	38.476	68.447	122.93	
20.700	1.6968	1.0187	0.67810	-15.200	-2.9481	38.468	68.415	122.89	
20.800	1.6947	1.0181	0.67660	-15.143	-2.9419	38.455	68.365	122.82	
20.900	1.6931	1.0180	0.67510	-15.041	-2.9354	38.469	68.336	122.80	
21.000	1.6904	1.0170	0.67340	-15.039	-2.9279	38.496	68.333	122.82	
21.100	1.6874	1.0159	0.67150	-15.038	-2.9195	38.481	68.272	122.74	
21.200	1.6844	1.0150	0.66940	-15.033	-2.9104	38.471	68.221	122.67	
21.300	1.6807	1.0137	0.66700	-15.064	-2.9002	38.474	68.158	122.60	
21.400	1.6769	1.0124	0.66450	-15.077	-2.8892	38.446	68.087	122.48	
21.500	1.6732	1.0113	0.66190	-15.063	-2.8779	38.434	68.000	122.37	
21.600	1.6689	1.0097	0.65920	-15.063	-2.8661	38.429	67.943	122.30	
21.700	1.6645	1.0081	0.65640	-15.056	-2.8540	38.411	67.857	122.18	
21.800	1.6602	1.0065	0.65370	-15.009	-2.8422	38.386	67.770	122.05	
21.900	1.6567	1.0056	0.65110	-14.896	-2.8308	38.398	67.669	121.95	
22.000	1.6522	1.0037	0.64850	-14.850	-2.8195	38.419	67.601	121.90	
22.100	1.6481	1.0021	0.64600	-14.784	-2.8087	38.397	67.481	121.73	
22.200	1.6443	1.0007	0.64360	-14.698	-2.7984	38.400	67.365	121.60	
22.300	1.6405	0.99920	0.64130	-14.642	-2.7884	38.404	67.264	121.49	
22.400	1.6363	0.99730	0.63900	-14.624	-2.7784	38.366	67.182	121.35	
22.500	1.6326	0.99580	0.63680	-14.599	-2.7685	38.334	67.071	121.19	
22.600	1.6296	0.99500	0.63460	-14.537	-2.7591	38.327	66.975	121.07	
22.700	1.6266	0.99410	0.63250	-14.496	-2.7499	38.330	66.931	121.02	
22.800	1.6235	0.99310	0.63040	-14.474	-2.7408	38.338	66.879	120.97	
22.900	1.6206	0.99230	0.62830	-14.444	-2.7317	38.318	66.840	120.90	
23.000	1.6170	0.99090	0.62610	-14.463	-2.7223	38.319	66.792	120.85	
23.100	1.6133	0.98940	0.62390	-14.475	-2.7126	38.334	66.677	120.73	
23.200	1.6091	0.98750	0.62160	-14.500	-2.7026	38.345	66.550	120.60	
23.300	1.6048	0.98560	0.61920	-14.503	-2.6923	38.318	66.443	120.45	
23.400	1.6005	0.98370	0.61680	-14.474	-2.6818	38.296	66.312	120.27	
23.500	1.5961	0.98170	0.61440	-14.438	-2.6715	38.285	66.179	120.10	
23.600	1.5916	0.97940	0.61220	-14.365	-2.6616	38.265	66.045	119.93	
23.700	1.5865	0.97660	0.60990	-14.330	-2.6519	38.255	65.886	119.73	
23.800	1.5821	0.97430	0.60780	-14.217	-2.6427	38.207	65.713	119.48	
23.900	1.5783	0.97240	0.60590	-14.058	-2.6343	38.199	65.554	119.29	
24.000	1.5744	0.97030	0.60410	-13.920	-2.6264	38.192	65.429	119.14	
24.100	1.5708	0.96840	0.60240	-13.774	-2.6192	38.160	65.299	118.95	
24.200	1.5672	0.96640	0.60080	-13.667	-2.6122	38.142	65.173	118.78	
24.300	1.5643	0.96490	0.59940	-13.527	-2.6059	38.124	65.045	118.62	
24.400	1.5611	0.96310	0.59800	-13.442	-2.5999	38.118	64.947	118.50	
24.500	1.5583	0.96170	0.59660	-13.356	-2.5941	38.081	64.821	118.31	
24.600	1.5554	0.96000	0.59540	-13.292	-2.5888	38.056	64.726	118.17	
24.700	1.5525	0.95820	0.59430	-13.245	-2.5839	38.049	64.595	118.01	
24.800	1.5495	0.95630	0.59320	-13.237	-2.5791	38.048	64.435	117.83	
24.900	1.5471	0.95490	0.59220	-13.194	-2.5748	38.035	64.270	117.62	
25.000	1.5446	0.95320	0.59140	-13.156	-2.5711	38.044	64.141	117.48	
25.100	1.5419	0.95130	0.59060	-13.156	-2.5679	38.039	63.992	117.31	
25.200	1.5393	0.94930	0.59000	-13.153	-2.5654	38.010	63.832	117.09	
25.300	1.5370	0.94740	0.58960	-13.137	-2.5637	37.994	63.667	116.88	
25.400	1.5346	0.94520	0.58940	-13.125	-2.5628	37.985	63.496	116.67	
25.500	1.5322	0.94280	0.58940	-13.126	-2.5625	37.960	63.320	116.44	
25.600	1.5301	0.94060	0.58950	-13.119	-2.5631	37.927	63.130	116.19	
25.700	1.5282	0.93840	0.58980	-13.114	-2.5643	37.922	62.922	115.94	
25.800	1.5263	0.93610	0.59020	-13.109	-2.5662	37.891	62.745	115.70	
25.900	1.5247	0.93390	0.59080	-13.087	-2.5689	37.847	62.577	115.46	
26.000	1.5235	0.93190	0.59160	-13.043	-2.5724	37.825	62.397	115.23	
26.100	1.5221	0.92960	0.59250	-13.030	-2.5762	37.797	62.238	115.01	
26.200	1.5209	0.92740	0.59350	-13.001	-2.5805	37.751	62.071	114.77	
26.300	1.5200	0.92540	0.59460	-12.949	-2.5853	37.725	61.908	114.55	
26.400	1.5190	0.92320	0.59580	-12.906	-2.5905	37.700	61.744	114.33	
26.500	1.5176	0.92050	0.59710	-12.891	-2.5960	37.659	61.576	114.09	
26.600	1.5160	0.91760	0.59840	-12.882	-2.6017	37.609	61.369	113.80	
26.700	1.5146	0.91490	0.59970	-12.866	-2.6075	37.555	61.152	113.48	
26.800	1.5131	0.91200	0.60110	-12.842	-2.6137	37.512	60.928	113.18	
26.900	1.5119	0.90920	0.60270	-12.795	-2.6204	37.450	60.717	112.86	
27.000	1.5107	0.90640	0.60430	-12.740	-2.6275	37.397	60.506	112.56	
27.100	1.5095	0.90350	0.60600	-12.690	-2.6347	37.357	60.281	112.25	
27.200	1.5086	0.90090	0.60770	-12.627	-2.6423	37.338	60.023	111.94	
27.300	1.5076	0.89810	0.60950	-12.576	-2.6499	37.326	59.768	111.63	
27.400	1.5066	0.89530	0.61130	-12.534	-2.6576	37.299	59.506	111.30	
27.500	1.5058	0.89280	0.61300	-12.494	-2.6653	37.261	59.247	110.96	
27.600	1.5046	0.88990	0.61470	-12.500	-2.6726	37.231	58.995	110.63	
27.700	1.5035	0.88730	0.61620	-12.505	-2.6793	37.174	58.725	110.26	
27.800	1.5025	0.88490	0.61760	-12.512	-2.6852	37.140	58.463	109.92	
27.900	1.5013	0.88250	0.61880	-12.551	-2.6903	37.123	58.208	109.60	
28.000	1.4999	0.88020	0.61970	-12.603	-2.6944	37.108	57.950	109.29	
28.100	1.4982	0.87790	0.62030	-12.684	-2.6971	37.086	57.696	108.97	
28.200	1.4961	0.87550	0.62060	-12.770	-2.6983	37.064	57.452	108.67	
28.300	1.4936	0.87300	0.62060	-12.880	-2.6983	37.051	57.186	108.34	
28.400	1.4906	0.87030	0.62030	-12.990	-2.6970	37.040	56.905	108.01	
28.500	1.4876	0.86790	0.61970	-13.092	-2.6945	37.022	56.627	107.67	
28.600	1.4841	0.86520	0.61890	-13.198	-2.6910	36.993	56.380	107.35	
28.700	1.4804	0.86250	0.61790	-13.299	-2.6866	36.945	56.125	107.00	
28.800	1.4765	0.85980	0.61670	-13.386	-2.6815	36.914	55.868	106.67	
28.900	1.4721	0.85670	0.61540	-13.500	-2.6757	36.872	55.607	106.32	
29.000	1.4680	0.85400	0.61400	-13.560	-2.6696	36.816	55.337	105.95	
29.100	1.4639	0.85140	0.61250	-13.607	-2.6633	36.773	55.107	105.63	
29.200	1.4597	0.84860	0.61110	-13.640	-2.6570	36.745	54.856	105.31	
29.300	1.4554	0.84580	0.60960	-13.670	-2.6506	36.708	54.614	104.99	
29.400	1.4510	0.84290	0.60810	-13.697	-2.6441	36.673	54.373	104.67	
29.500	1.4466	0.84000	0.60660	-13.711	-2.6375	36.635	54.121	104.34	
29.600	1.4420	0.83700	0.60500	-13.733	-2.6305	36.589	53.877	104.01	
29.700	1.4375	0.83410	0.60340	-13.747	-2.6233	36.536	53.634	103.67	
29.800	1.4327	0.83100	0.60170	-13.765	-2.6159	36.485	53.402	103.34	
29.900	1.4278	0.82790	0.59990	-13.807	-2.6082	36.418	53.168	103.00	
30.000	1.4233	0.82520	0.59810	-13.793	-2.6006	36.364	52.920	102.65	
30.100	1.4190	0.82260	0.59640	-13.781	-2.5931	36.337	52.691	102.35	
30.200	1.4147	0.82000	0.59470	-13.756	-2.5858	36.317	52.474	102.08	
30.300	1.4106	0.81740	0.59320	-13.724	-2.5789	36.279	52.269	101.80	
30.400	1.4065	0.81490	0.59160	-13.693	-2.5723	36.239	52.076	101.53	
30.500	1.4026	0.81240	0.59020	-13.643	-2.5662	36.193	51.888	101.26	
