no_mig	Round_4_Replicate_3	-7854.74	15715.48	18677.81	3471.32	0.0328,0.2259,0.0088
sym_mig	Round_4_Replicate_7	-6931.38	13870.76	21119.87	2759.05	0.4162,0.7906,0.3393,1.7418
asym_mig	Round_4_Replicate_8	-6650.19	13310.38	6876.37	585.83	1.0368,4.5398,9.6169,1.0329,0.1875
priorsize_asym_mig	Round_4_Replicate_6	-6318.77	12651.54	8644.05	2286.28	98.9984,0.294,0.0104,0.0725,0.0065,92.4172,13.1924
asym_mig_size	Round_4_Replicate_5	-6175.92	12367.84	6517.62	29257.45	69.2274,0.0106,0.052,0.0118,0.0788,0.0105,90.0358,18.5144
isolation_asym_mig	Round_4_Replicate_4	-5855.16	11726.32	5187.98	2240.11	90.8216,1.3095,0.8504,0.0109,0.1973,0.0084,94.9313,11.265
